jobTitle,location,description,jobType,skills,jobId,combined_features
Accounting Fresher,{Bangalore},Looking for accounting fresher,Permanent,"['{accounting', '""react', 'js""}']",JDAF2267,"Looking for accounting fresher ['{accounting', '""react', 'js""}']"
sr salesforce developer,{Bangalore},"3 - 5yrs. of relevant Salesforce development experience.
Experience on the Salesforce Lightning Platform including Process Builder, Workflows, Lightning App Builder, etc.
Experience with Salesforce Development including Lightning Components, APEX, SOQL, and SOSL.
Experience with Pardot form/template development and integration.
Thorough with Community portal and customization.
Experience with assessing Salesforce patching and critical updates.
Certified as Salesforce platform developer and actively renewing.
Salesforce CPQ and Product/Price book configuration experience
Proficiency with Web Application Development including JavaScript, HTML and CSS – (Optional)
Proficiency with server side languages such as Python, Ruby, Java, PHP and .Net. – (Optional)
Experience with Technical Architecture for Salesforce.com
Excellent verbal communication skills.
Experience with DevOps and CI/CD technologies
Good problem-solving skills.
",Permanent,"['{salesforce', 'apex', 'soql', 'sosl}']",JDSS4021,"3 - 5yrs. of relevant Salesforce development experience.
Experience on the Salesforce Lightning Platform including Process Builder, Workflows, Lightning App Builder, etc.
Experience with Salesforce Development including Lightning Components, APEX, SOQL, and SOSL.
Experience with Pardot form/template development and integration.
Thorough with Community portal and customization.
Experience with assessing Salesforce patching and critical updates.
Certified as Salesforce platform developer and actively renewing.
Salesforce CPQ and Product/Price book configuration experience
Proficiency with Web Application Development including JavaScript, HTML and CSS – (Optional)
Proficiency with server side languages such as Python, Ruby, Java, PHP and .Net. – (Optional)
Experience with Technical Architecture for Salesforce.com
Excellent verbal communication skills.
Experience with DevOps and CI/CD technologies
Good problem-solving skills.
 ['{salesforce', 'apex', 'soql', 'sosl}']"
Devops Engineer,{Bangalore},"Design the AWS Cloud Architecture/solution considering security governance, application hosting, data management, high availability. Candidates will possess a technical background and be responsible for developing, applying and maintaining DevOps Engineering processes, standards, and tools used for the development and delivery Key Responsibilities: ·         Finding a solution to business problems, with AWS service. ·         Hands-on experience in networking security, databases, and cloud systems ·         Outstanding knowledge in release engineering on cloud, creating tools for engineering organization for performance optimization ·         Build and Deploy CI/CD pipelines for Cloud infrastructure and solution using Bit bucket, AWS CodeBuild, etc. ·         Manage Software Licenses and their renewals on an ongoing basis. ·         Provide guidance to management on cloud cost management and operating efficiencies. ·         AWS console-level experience with the creation and use of: IAM, EC2, ECS, ECR, CloudWatch, CloudFormation, S3, VPC, Security, ELB.
",Permanent,"['{devops', 'aws}']",JDDE8055,"Design the AWS Cloud Architecture/solution considering security governance, application hosting, data management, high availability. Candidates will possess a technical background and be responsible for developing, applying and maintaining DevOps Engineering processes, standards, and tools used for the development and delivery Key Responsibilities: ·         Finding a solution to business problems, with AWS service. ·         Hands-on experience in networking security, databases, and cloud systems ·         Outstanding knowledge in release engineering on cloud, creating tools for engineering organization for performance optimization ·         Build and Deploy CI/CD pipelines for Cloud infrastructure and solution using Bit bucket, AWS CodeBuild, etc. ·         Manage Software Licenses and their renewals on an ongoing basis. ·         Provide guidance to management on cloud cost management and operating efficiencies. ·         AWS console-level experience with the creation and use of: IAM, EC2, ECS, ECR, CloudWatch, CloudFormation, S3, VPC, Security, ELB.
 ['{devops', 'aws}']"
Lead Helpdesk Specialist,{Bangalore},"Manage IT Helpdesk Support projects - Computer systems, O365, Active directory,
Power shell, Group
● Policy Management, NTFS Permissions, Software and hardware (Laptop/ Desktop/
Printer/ Scanner).
● Demonstrated Customer Service & Troubleshooting skill-sets .
● The ability to balance and prioritize multiple projects.
● Experience working with multi-tiered ticket handling/resolution systems.
● Provide tier 1 and tier 2 IT support.
● Certification - ITIL version 3 or 4 preferred.
● Creates and maintains the Knowledge base (detailed and complete) - Helpdesk
documentation.
● Reporting of metrics and KPIs for the Helpdesk.
● Identify opportunities for automation, and assist with the development of automation
systems to address those opportunities.
● Manage and support a team of help desk technicians. Provide training, and conduct
performance evaluations.
● Manage escalations and ensure any issues are resolved in a timely manner.
● Flexibility - Willing to work in shifts 24/7.
● Responsible to keep track of the KPI’s – Project based by delivering services to the
customer.
● Good experience with MS-Office products. Ms Excel reporting skills mandatory.",Permanent,"['{o365', '""active', 'directory""', '""power', 'shell""', '""ms', 'excel', 'reporting', 'skills""', '""group', 'policy', 'management""', '""ntfs', 'permissions""', '""azura', 'cloud', 'services""}']",JDLH2043,"Manage IT Helpdesk Support projects - Computer systems, O365, Active directory,
Power shell, Group
● Policy Management, NTFS Permissions, Software and hardware (Laptop/ Desktop/
Printer/ Scanner).
● Demonstrated Customer Service & Troubleshooting skill-sets .
● The ability to balance and prioritize multiple projects.
● Experience working with multi-tiered ticket handling/resolution systems.
● Provide tier 1 and tier 2 IT support.
● Certification - ITIL version 3 or 4 preferred.
● Creates and maintains the Knowledge base (detailed and complete) - Helpdesk
documentation.
● Reporting of metrics and KPIs for the Helpdesk.
● Identify opportunities for automation, and assist with the development of automation
systems to address those opportunities.
● Manage and support a team of help desk technicians. Provide training, and conduct
performance evaluations.
● Manage escalations and ensure any issues are resolved in a timely manner.
● Flexibility - Willing to work in shifts 24/7.
● Responsible to keep track of the KPI’s – Project based by delivering services to the
customer.
● Good experience with MS-Office products. Ms Excel reporting skills mandatory. ['{o365', '""active', 'directory""', '""power', 'shell""', '""ms', 'excel', 'reporting', 'skills""', '""group', 'policy', 'management""', '""ntfs', 'permissions""', '""azura', 'cloud', 'services""}']"
Manager / Senior Manager– Pre Sales & Solutions,{Chennai},"Summary  Understand the requirement of the customer and design solutions for customers. Coordinate with the engineering team for designing solutions from a product, solution and interface standpoint. Create collaterals for solutions and present to the clients. Create responses for RFP/RFQ in coordination with the engineering, sales and finance team. Plan and conduct pilots in case of customer requirements prior to sales closure. Interface with Delivery and Business Planning for pilots. Share feedback on pilots to the Delivery and Business Planning team and customer. Work with the Lead generation Team and Lead generation activities.  Requirements  At least 10 to 12 years’ experience in solutions development. Good experience in handling RFP and RFQ. Good communication skills to be able to interact with the customer during solution development / pilots. Solutions and Pilots to be delivered like a Project Plan – Hence knowledge of creating a project plan and project delivery essential. Eng",Permanent,"['{""solutions', 'development""', '""pre', 'sales', '""}']",JDM/3961,"Summary  Understand the requirement of the customer and design solutions for customers. Coordinate with the engineering team for designing solutions from a product, solution and interface standpoint. Create collaterals for solutions and present to the clients. Create responses for RFP/RFQ in coordination with the engineering, sales and finance team. Plan and conduct pilots in case of customer requirements prior to sales closure. Interface with Delivery and Business Planning for pilots. Share feedback on pilots to the Delivery and Business Planning team and customer. Work with the Lead generation Team and Lead generation activities.  Requirements  At least 10 to 12 years’ experience in solutions development. Good experience in handling RFP and RFQ. Good communication skills to be able to interact with the customer during solution development / pilots. Solutions and Pilots to be delivered like a Project Plan – Hence knowledge of creating a project plan and project delivery essential. Eng ['{""solutions', 'development""', '""pre', 'sales', '""}']"
Talent pool of Bcom Mcom MBA Fin freshers,{Bangalore},"Job Description:

Junior process associate JD
Job Location: Pratik Teck park E-city phase 1

Job role:

This role is for non-voice accounts payable/ Accounts Receivables/Record to Report Process in Accounting KPO domain.
Candidates will be working on Billing, Procure to Pay, Order to cash, GL or other accounting processes.
Involved in processing the invoices, verification, making payments, timely follow-ups, validations, reconciliations, vendor Management, quality checks, etc. depending on the process.
Expectations:
Looking for candidates with very good communication skills.
B.Com, MBA finance, M.Com freshers with very good knowledge on basics of accounting.
Flexible with US/ Night shift and rotational shift (One side cab is provided for night shifts)
Immediate joiners only.

Skills
Accounts payable, ACCOUNT RECEIVABLE, GENERAL LEDGER",Permanent,"['{""accounts', 'payable""', '""accounts', 'receivable""', '""general', 'ledger""}']",JDTP8009,"Job Description:

Junior process associate JD
Job Location: Pratik Teck park E-city phase 1

Job role:

This role is for non-voice accounts payable/ Accounts Receivables/Record to Report Process in Accounting KPO domain.
Candidates will be working on Billing, Procure to Pay, Order to cash, GL or other accounting processes.
Involved in processing the invoices, verification, making payments, timely follow-ups, validations, reconciliations, vendor Management, quality checks, etc. depending on the process.
Expectations:
Looking for candidates with very good communication skills.
B.Com, MBA finance, M.Com freshers with very good knowledge on basics of accounting.
Flexible with US/ Night shift and rotational shift (One side cab is provided for night shifts)
Immediate joiners only.

Skills
Accounts payable, ACCOUNT RECEIVABLE, GENERAL LEDGER ['{""accounts', 'payable""', '""accounts', 'receivable""', '""general', 'ledger""}']"
Software Engineer frontend,{Remote},"Collaborate with Product Managers, UX Designers, Back End Engineers and other stakeholders to develop tools and libraries that support and expand the product suite
 Work independently and suggest ideas, solutions and technical improvements for products and systems to increase revenue, reduce time
to market, and make our systems more capable of adapting to shifting business requirements Lead and participate in critical technical, design, and product discussions with leaders across our product and operations teams
Write clean, maintainable code that includes unit and integration tests
Help improve our processes and champion best practices
May provide operational development support and participate in on-call support rotation.
Mentor and support peers, and onboard new developersBachelors degree in Computer Science or equivalent work experience in a related field
 5+ years of full-stack software development experience
 2+ years of exp with JavaScript UI frameworks such as React,Nodejs",Permanent,"['{java', 'react', 'nodejs', '""java', 'fullstack""', '""ui', 'frameworks""', 'lambda', 'aws', '""test', 'automation""', 'sql', 'ttd}']",JDSE2527,"Collaborate with Product Managers, UX Designers, Back End Engineers and other stakeholders to develop tools and libraries that support and expand the product suite
 Work independently and suggest ideas, solutions and technical improvements for products and systems to increase revenue, reduce time
to market, and make our systems more capable of adapting to shifting business requirements Lead and participate in critical technical, design, and product discussions with leaders across our product and operations teams
Write clean, maintainable code that includes unit and integration tests
Help improve our processes and champion best practices
May provide operational development support and participate in on-call support rotation.
Mentor and support peers, and onboard new developersBachelors degree in Computer Science or equivalent work experience in a related field
 5+ years of full-stack software development experience
 2+ years of exp with JavaScript UI frameworks such as React,Nodejs ['{java', 'react', 'nodejs', '""java', 'fullstack""', '""ui', 'frameworks""', 'lambda', 'aws', '""test', 'automation""', 'sql', 'ttd}']"
QA Manual Tester - Excellerate,"{""Hyderabad,Vizag""}","Review and analyze system specifications
Write, execute manual test cases, and analyze results
Execute Functional and Regression test cases on multiple browsers / devices and raise defects in Bug Tracking System(Azure, Jira)
Collaborate with QA Lead/Manager to develop effective strategies and Test plans

Requirements
Proven experience as a Quality Assurance Tester or similar role
Ability to document and troubleshoot errors
Working knowledge of test management software and SQL
Excellent communication skills",Permanent,"['{""qa', 'methodology""', '""', 'regression', 'testing""}']",JDQM7567,"Review and analyze system specifications
Write, execute manual test cases, and analyze results
Execute Functional and Regression test cases on multiple browsers / devices and raise defects in Bug Tracking System(Azure, Jira)
Collaborate with QA Lead/Manager to develop effective strategies and Test plans

Requirements
Proven experience as a Quality Assurance Tester or similar role
Ability to document and troubleshoot errors
Working knowledge of test management software and SQL
Excellent communication skills ['{""qa', 'methodology""', '""', 'regression', 'testing""}']"
Sr Associate FP&A,{Bangalore},"Responsibilities: 1) Financial Analysis and Reporting: •    Conduct comprehensive financial analysis, including budgeting, forecasting, variance analysis, and trend analysis. •    Generate insightful financial reports, presentations, and dashboards to communicate key findings and recommendations to senior management. •    Analyse financial data to identify areas for cost optimization, revenue enhancement, and process improvement. •    Collaborate with cross-functional teams to ensure accurate and timely financial reporting.  2) Budgeting and Forecasting: •    Lead the annual budgeting process, working closely with department heads to develop detailed budget plans. •    Develop and maintain accurate financial forecasts based on market trends, historical data, and business insights. •    Monitor budget performance and provide regular reports to management, highlighting areas of concern or opportunities for improvement. •    Assist in the development of financial models and scenarios to s",Permanent,"['{""financial', 'analysis""', 'forecasting', '""ca', 'qualified""}']",JDSA1495,"Responsibilities: 1) Financial Analysis and Reporting: •    Conduct comprehensive financial analysis, including budgeting, forecasting, variance analysis, and trend analysis. •    Generate insightful financial reports, presentations, and dashboards to communicate key findings and recommendations to senior management. •    Analyse financial data to identify areas for cost optimization, revenue enhancement, and process improvement. •    Collaborate with cross-functional teams to ensure accurate and timely financial reporting.  2) Budgeting and Forecasting: •    Lead the annual budgeting process, working closely with department heads to develop detailed budget plans. •    Develop and maintain accurate financial forecasts based on market trends, historical data, and business insights. •    Monitor budget performance and provide regular reports to management, highlighting areas of concern or opportunities for improvement. •    Assist in the development of financial models and scenarios to s ['{""financial', 'analysis""', 'forecasting', '""ca', 'qualified""}']"
Technical Architect,{hj},ghj,Contract,['{ghj}'],JDTA5046,ghj ['{ghj}']
Salesforce Developer,{hyderabad},"Manage the technical delivery of custom development, integrations, and data
migration elements of a Salesforce implementation.
• Familiar with source code, version management, and code deployment standards.
• Ability to understand a project and deep dive to debug issues.
• Liaise with Salesforce product teams to support client implementations.
• Working remotely, while collaborating with global teams for delivery across
geographies. We may need you to be flexible with your work hours.6+ years hands-on development experience on the Salesforce platform.
• Understanding of the Salesforce product suite, including Sales, Service, Community,
Marketing, and Community Clouds.
• Strong JavaScript/Front end Skills.
• Strong LWC or Aura development skills.
• Knowledge on various asynchronous capabilities in salesforce and its use cases
• Strong expertise on web service.
• Need to have clear understanding of MVC architecture.
• Understanding of systems architecture and ability to design scalable performance-
driven solutions.",Permanent,"['{salesforce', '""marketing', 'clouds""', 'sfdc', 'javascript', '""visualforce', 'apis""', 'apex', '""dml', 'techniques""}']",JDSA7048,"Manage the technical delivery of custom development, integrations, and data
migration elements of a Salesforce implementation.
• Familiar with source code, version management, and code deployment standards.
• Ability to understand a project and deep dive to debug issues.
• Liaise with Salesforce product teams to support client implementations.
• Working remotely, while collaborating with global teams for delivery across
geographies. We may need you to be flexible with your work hours.6+ years hands-on development experience on the Salesforce platform.
• Understanding of the Salesforce product suite, including Sales, Service, Community,
Marketing, and Community Clouds.
• Strong JavaScript/Front end Skills.
• Strong LWC or Aura development skills.
• Knowledge on various asynchronous capabilities in salesforce and its use cases
• Strong expertise on web service.
• Need to have clear understanding of MVC architecture.
• Understanding of systems architecture and ability to design scalable performance-
driven solutions. ['{salesforce', '""marketing', 'clouds""', 'sfdc', 'javascript', '""visualforce', 'apis""', 'apex', '""dml', 'techniques""}']"
